url,publish_time,title_filtered,content_filtered,title_word_count,content_word_count
https://armenpress.am/hy/article/1251591,2026-05-31 11:20:00,գունեղ օր փոքրիկ համար նգ նախարարություն հրավիրել եմ միասին նշել հունիս,հունիս երեխա պաշտպանություն միջազգային օր ներքին գործ նախարարություն հրավիրել եմ մասնակցել ուրախ գունեղ և հետաքրքիր տոնական միջոցառում Արմենպրես ը փոխանցում ՀՀ ներքին գործ նախարարություն այդ մասին հաղորդագրություն եմ տարածել միջոցառում մեկնարկել ժամ ՆԳՆ փրկարար ծառայություն հրապարակ Դավթաշեն Անաստաս Միկոյան փողոց փոքրիկ սպասել եմ բազմաթիվ անակնկալ ճանաչողական և իրազեկել խաղ թեմատիկ մրցույթ հետաքրքիր առաջադրանք նվեր ու լուսանկարում անկյուն փոքրիկ ոստիկան փոքրիկ փրկարար և փոքրիկ քաղաքացի ինտերակտիվ գոտի երեխա հնարավորություն ունենալ մասնակցել տարբեր ծրագիր ինքը ուժ փորձել թեմատիկ այլ կերպ ինտելեկտուալ խաղ ծանոթանալ նոր կենսաչափական անձնագիր և առաջին անգամ անձնագրավորում գործընթաց տոնական մթնոլորտ կապահովել սիրել մուլտհերոս փորձառու խաղավար լինել նաև փրփուրե և փուչիկ շուն ավազ նկարչություն ակվագրիմ բատուտ և շրջիկ գնացք գալ միասին ստեղծել մանկություն կրքոր հիշողություն և տոնել երեխա օր ժպիտ և հետաքրքիր անակնկալ ասել եմ հաղորդագրություն մեջ,11,127
https://armenpress.am/hy/article/1251550,2026-05-29 20:29:00,Պուտին հայտարարել եմ որ Հայաստան մերձենալ որոշում պետք եմ բխել հայ ժողովուրդ շահ,Ռուսաստան նախագահ Վլադիմիր Պուտին հայտարարել եմ որ Հայաստան Եվրամիություն հետ մերձենալ կամ այլ ուղղություն շարժվել որոշում պետք եմ այանալ ելնել հայ ժողովուրդ շահ և այդ որոշում եմ կարող փչալ հայ ռուսական հարաբերություն Արմենպրես ը հաղորդում մամուլ ասուլիս ընթացքում Պուտին ընդգծել եմ որ ռուս և հայ ժողովուրդ դար շարունակ կապել եմ բարեկամություն և առանձնահատուկ հարաբերություն ամուր կապ ռուս և հայ ժողովուրդ առանց որևէ չափազանցություն դար շարունակ կապել եմ բարեկամություն և առանձնահատուկ հարաբերություն կապ Ռուսաստան ու Հայաստան հատուկ հարաբերություն ունեմ ես նա վարչապետ Նիկոլ Փաշինյան ասել եմ որ այն ամենը ինչ լավ եմ հայ համար ընդունելի և լավ եմ նաև Ռուսաստան համար ասել եմ ՌԴ նախագահ նա խոսք Հայաստան իշխանություն եմ պատասխանատու որոշում կայանալ համար անել այնպես ինչպես ճիշտ եմ համարել ելնել հայ ժողովուրդ շահ Դուք այժմ իշխանություն եմ դուք վրա եմ դնել որոշում ընդունել պատասխանատվություն ինչպես որոշել այնպես էլ լինել նշել եմ Պուտին միևնույն ժամանակ նա ընդգծել եմ որ խոսք նախևառաջ տնտեսական հարց մասին եմ ինչ որոշում էլ այանալ դա եմ փչալ մենք հումանիտար կապ եմ փչալ մենք քաղաքական հարաբերություն սակայն այս դեպք խոսք զուտ տնտեսական բաղադրիչ մասին եմ ամեն ինչ պետք եմ հաշվարկել ուշադիր դիտարկել և հետո որոշում կայանալ ասել եմ նա Պուտին հիշել եմ նաև որ ժամանակին Ուկրաինա ճգնաժամ սկսվել եմ Եվրամիություն միանալ փորձ ֆոն մենք դեմ եմ բայց ասել եմ լսեք օրինակ ֆիտոսանիտարական նորմ լիովին տարբեր եմ նշել եմ ՌԴ նախագահ նա հավելել եմ որ այդ հարց շուրջ բաց և անկեղծ քննարկել եմ ունենալ Հայաստան փոխվարչապետ Մհեր Գրիգորյան հետ ես նա ասել եմ որ այս հարց մենք խոսակցություն կարող եմ լինել միայն անկեղծ միայն ազնիվ և ամբողջովին բաց այսօր մեկը հետ մյուս գործնական համատեղել հնարավոր եմ այդ պատճառով մենք ստիպել լինել մեծ հաշիվ գրեթե ամբողջություն դադարել Հայաստան հետ տնտեսական ինտեգրացիոն գործընթաց վերաբերել աշխատանք հայտարարել եմ Պուտին ՌԴ նախագահ որպես ԵԱՏՄ անդամակցություն առավելություն մեկը նշել եմ էներգակիր գին Եվրոպա գազ գին շուրջ եվրո եմ իսկ Հայաստան համար շուրջ եվրո բայց սա միակ առավելություն եմ ասել եմ նա Պուտին խոսք պետք եմ հաշիվ առնել նաև ներդրում հարց նա նշել եմ որ եվրոպացի գործընկեր խոստանալ եմ Հայաստան ներդնել միլիարդ եվրո սակայն այդ ներդրում իրականացում ժամկետ ու մեխանիզմ դեռ հստակ եմ միլիարդ միևնույն եմ պակաս եմ միլիարդ էլ եմ խոսել ռուսական կապիտալի անուղղակի ներդրում մասին ասել եմ ՌԴ նախագահ նա նաև նշել եմ որ ԵԱՏՄ դուրս գտնվել դեպք Հայաստան քաղաքացի համար կարող եմ փոխվել Ռուսաստան աշխատել և սոցիալական ծառայություն օգտվել պայման դա նշանակել որ Ռուսաստան աշխատել համար պետք լինել արտոնագիր ձեռք բերել իսկ պարտադիր բժշկական ապահովագրություն համակարգ օգտվել համար անհրաժեշտ լինել երկիր ապրել առնվազն հինգ տարի և նման պահանջ շատ եմ սա բոլորովին այլ իրավիճակ եմ պարզապես պետք եմ այդ ամենը մասին խոսել հստակ բաց և ազնիվ եզրափակել եմ Պուտին,13,438
https://armenpress.am/hy/article/1251520,2026-05-29 16:11:00,Երևան քաղաքապետարան հերքել եմ վճարովի կայանատեղի համար գանձել գումար վերադարձնել հնարավորություն մասին հրապարակում,շրջանառել տեղեկություն թե վարորդ կարող եմ դիմել Երևան քաղաքապետարան թվական վճարովի կայանատեղի համար գանձել գումար վերադարձնել պահանջ իրավական հիմնավորել ունեմ Արմենպրես ը փոխանցմամաբ այս մասին հայտնել եմ Երևան քաղաքապետ մամուլ քարտուղար Արտյոմ Կարապետյան Ֆեյսբուք ը ինքը էջ կատարել գրառում միջոցով վարչական դատարան վարչական գործ թվական մայիս կայանալ և օրինական ուժ մեջ մտնել վճռ մայր Հայաստան խմբակցություն դիմում բավարարվել եմ մասնակի իսկ վիճարկել դրույթ ուժ մեջ մտնել պահ անվավեր ճանաչել պահանջ Երևան ավագանու մայր Հայաստան խմբակցություն դիմում մերժվել եմ սա նշանակել եմ որ հանրություն և լրագրողական համայնք հետաքրքրել փոխհատուցում հարց առհասարակ եմ կարող քննարկել քանի որ այդ մաս կրկնել դատարան մերժել եմ մայր Հայաստան խմբակցություն դիմում ավելին վարչական դատարան որոշում վերաբերել եմ բացառապես ավագանու թվական դեկտեմբեր ներքին որոշում այսինքն համար սահմանել կայանում վճար և դատական ակտ բովանդակային վերլուծություն վկայել եմ որ ավագանու թվական դեկտեմբեր Երևան համայնք տեղական վճար թվական դրույքաչափ մասին որոշում սահմանել ավտոկայանում վճար դրույքաչափ վերանայել հիմք կամ գրել եմ խոսնակ,13,151
https://armenpress.am/hy/article/1251562,2026-05-30 12:12:00,սեփական տուն ունենալ իրական հնարավորություն կառավարություն աջակցություն ավելի քան ընտանիք տուն ունենալ,միլիոն դրամ սեփական տուն համար ՀՀ կառավարություն հնարավորություն եմ տալ սահմանամերձ բնակավայր բնակիչ օգտվել բնակապահովում ծրագիր և ստանալ միլիոն դրամ աջակցություն անհատական բնակելի տուն կառուցել համար ծրագիր վերաբանալ եմ թվական մարտ Արմենպրես ը հաղորդում այս փուլ ընտանիք միանալ առաջին փուլ արդեն աջակցություն ստանալ շահառու արդյունք մինչև թվական ավարտ ընտանիք ունենալ սեփական տուն,12,52
https://armenpress.am/hy/article/1251549,2026-05-29 19:57:00,Ռոբերտ Քոչարյան Վանաձոր խոստանալ եմ վերականգնել քաղաք արդյունաբերական համբավ ու կառուցել ճոպանուղ,Հայաստան դաշինք առաջնորդ Ռոբերտ Քոչարյան Վանաձոր անցկացնել նախընտրական հանրահավաք հայտարարել եմ որ դաշինք նպատակ եմ Հայաստան դառնալ արդյունաբերական երկիր իսկ Վանաձոր վերադառնալ արդյունաբերական կենտրոն համբավ մենք մոտեցում այն եմ որ Հայաստան պետք եմ լինել արդյունաբերական երկիր Վանաձոր լինել եմ արդյունաբերական քաղաք և մենք պետք եմ այդ փառք վերադառնալ այստեղ արդյունաբերական երկիր ունենալ համար անհրաժեշտ եմ բարձր մակարդակ կրթություն եմ կարող ունենալ զարգանալ արդյունաբերություն ունենալ որակյալ կրթություն այս բոլոր հարց ստանալ եմ ինքը լուծում Արմենպրես ը հաղորդում ասել եմ Քոչարյան նա նաև անդրադառնալ եմ Վանաձոր զբոսաշրջային ենթակառուցվածք զարգացում հարց հիշեցնել որ ինքը պաշտոնավարում տարի կառուցել եմ ծաղկաձոր և Ջերմուկ ճոպանուղի ես դիմել եմ նաև տուրիստական ուղղություն զարգացում հարց առաջարկել այստեղ ճոպանուղ կառուցել ես ժամանակ կառուցել եմ ծաղկաձոր ճոպանուղի ծաղկաձոր դառնալ եմ լեռնադահուկային հանգստավայր ես ժամանակ եմ կառուցել նաև Ջերմուկ ճոպանուղի խոստանալ եմ շատ կարճ ժամանակահատված դուք ևս կունենալ ճոպանուղ նշել եմ նա մայիս Հայաստան մեկնարկել եմ հունիս կայանալ խորհրդարանական ընտրություն նախընտրական քարոզարշավ որ շարունակվել մինչև հունիս ընտրապայքար մասնակցել եմ քաղաքական ուժ կուսակցություն և դաշինք Հայաստան դաշինք ընտրություն մասնակցել եմ համար ներքո միասին կարող եմ կարգախոս դաշինք կազմ ընդգրկել եմ հայ հեղափոխական դաշնակցություն և առաջ կուսակցություն ԿԸՀ ներկայանալ ցուցակ ընդգրկել եմ թեկնածու ինչպես նաև ազգային փոքրամասնություն ներկայացուցիչ,12,195
https://armenpress.am/hy/article/1251581,2026-05-30 17:42:00,ուժեղ Հայաստան ը Շիրակ մարզ եմ,ազգային ժողով ընտրություն մասնակցել ուժեղ Հայաստան կուսակցություն դաշինք քարոզարշավ հերթական օր անցկացնել եմ Շիրակ մարզ Արմենպրես ը հաղորդում դաշինք նախընտրական ցուցակ առաջին համար Նարեկ Կարապետյան Արթիկ քաղաքացի հետ հանդիպում ինքը ելույթ նշել եմ որ Շիրակ մարզ Հայաստան կրքոր մարզ եմ քաղաք կամ աշխատատեղ եմ ստեղծվել որևէ բան որ մարդ լավ կյանք հույս տալ Արթիկ բոլոր գյուղ այսօր ապրել եմ խոպան գալ եկամուտ մենք պետք եմ փոխել մոդել այս քաղաք իդեալական եմ ինքը բոլոր հանքային պաշար ասել եմ նա Նարեկ Կարապետյան խոսել ինքը նախընտրական ծրագիր կրթական բաղադրիչ մասին ասել եմ որ պոլիտեխնիկական համալսարան մեծ համալսարան եմ լինել և բոլոր երիտասարդ սովորել եմ այնտեղ դառնալ ինժեներ նա պետք եմ գալ համայք ու գործարան կառուցել որպեսզի ամբողջ աշխարհ վաճառել բան ունենալ հավելել եմ նա մայիս մեկնարկել եմ Հայաստան հունիս կայանալ խորհրդարանական ընտրություն նախընտրական քարոզարշավ որ շարունակվել մինչև հունիս ընտրապայքար մասնակցել եմ քաղաքական ուժ դաշինք և կուսակցություն ուժեղ Հայաստան կուսակցություն խորհրդարանական ընտրություն մասնակցել եմ համար ներքո կուսակցություն կարգախոս եմ փոփոխություն կուսակցություն ԿԸՀ եմ ներկայանալ թեկնածու բաղկանալ ցուցակ ինչպես նաև ազգային փոքրամասնություն թեկնածու բաղկանալ ցուցակ դաշինք առաջնորդ Սամվել Կարապետյան սակայն ցուցակ ներառել եմ քանի որ նա բացի ՀՀ քաղաքացիություն ունեմ նաև Ռուսաստան և Կիպրոս քաղաքացիություն իսկ ՀՀ սահմանադրություն համաձայն այլ երկիր քաղաքացիություն ունենալ անձինք եմ կարող լինել ոչ վարչապետ ոչ պատգամավոր թեկնածու չնայած դա կուսակցություն ներկայացուցիչ շարունակել եմ պնդել որ ինքը վարչապետ թեկնածուն Սամվել Կարապետյան եմ Սամվել Կարապետյան այս պահ տնային կալանք տակ եմ իշխանություն զավթել հրապարակային կոչ համար հարուցել քրեական վարույթ շրջանակ,6,238
https://armenpress.am/hy/article/1251543,2026-05-29 18:30:00,ԱՊՀ գլխավոր քարտուղար համոզված եմ որ Հայաստան մոտ ապագա եմ անդամակցել և մնալ ու ԱՊՀ,ԱՊՀ գլխավոր քարտուղար Սերգեյ Լեբեդև հայտարարել եմ որ Հայաստան մոտ ապագա եմ անդամակցել Եվրամիություն և շարունակել մնալ եվրասիական տնտեսական միություն և անկախ պետություն համագործակցություն անդամ Եվրամիություն նա եմ գնալ դա մոտ ապագա եմ լինել ոչ եմ գնալ Արմենպրես ը հաղորդում հետ զրույց ասել եմ Լեբեդև նա նաև դրական պատասխան եմ տալ այն հարց թե արդյոք Հայաստան մնալ ԵԱՏՄ և ԱՊՀ անդամ և ԱՊՀ մնալ դա հաստատ եմ ընդգծել եմ ԱՊՀ գլխավոր քարտուղար ավելի վաղ ՀՀ վարչապետ Նիկոլ Փաշինյան հայտարարել եմ որ Հայաստան եմ պատրաստվել դուրս գալ ԵԱՏՄ և շարունակել եմ օգտագործել միություն ինքը ներգրավվածություն երկիր տնտեսական շահ պաշտպանել համար իսկ աստանա կայանալ ԵԱՏՄ բարձր խորհուրդ նիստ Հայաստան փոխվարչապետ Մհեր Գրիգորյան վերահաստատել եմ Հայաստան պատրաստակամություն շարունակել բարեխղճորեն մասնակցել միության աշխատանք փոխադարձ հարգանք հավասար գործընկերություն և անդամ պետություն ազգային շահ հաշվառում հիմն վրա,15,131
https://armenpress.am/hy/article/1251535,2026-05-29 17:02:00,քննարկվել եմ հանրապետություն հրապարակ և օպերային թատրոն միջոցառում առաջարկ,Հայաստան հանրապետություն կրթություն գիտություն մշակույթ և սպորտ նախարար Ժաննա Անդրեասյան ղեկավարություն հանրապետություն հրապարակ շինարարություն մեկնարկ և անհատական սպենդիարյան անուն Օպերա և բալետ ազգային ակադեմիական թատրոն հոբելյանական հանձնաժողով հերթական նիստ ամփոփվել եմ հոբելյանական միջոցառում առաջարկ քննարկում ներկա եմ լինել նաև նախարար տեղակալ Դանիել Դանիելյան առաջարկ ներկայանալ եմ համաձայն ԿԳՄՍ նախարարություն տարածել հայտարարություն ինչպես Արմենպրես ը տեղեկանալ եմ նախարարություն տարածել հաղորդագրություն քննարկել ներկայանալ միջոցառում ներկա առավելապես նպատակահարմար եմ համարել լայն լսարան ընդգրկել ծրագիր առաջարկվել եմ հանրապետություն հրապարակ գլխավոր միջոցառում անցկացում համատեղել սեպտեմբեր անկախություն տոնական միջոցառում հետ ներկա արձանագրել եմ երկու հոբելյանական առիթ նվիրվել միջոցառում մեկտեղում հնարավորություն կախվել ծրագիր բովանդակություն և հաշիվ առնել կառույց պետական և պատմամշակութային կարևոր դեր Ժաննա Անդրեասյան առանձնակ կարևորել եմ Փարիզ ՅուրԵսԿՕ կենտրոնակայան անցկացնել միջոցառում ընդգծվել եմ արխիվային նյութ լուսանկար վավերագրություն ցուցահանդես անցկացում ճարտարապետական լուծում ներկայանալ ցուցադրություն կազմակերպում կարևորություն ինչպես նորաձևություն այնպես էլ վաճառք համար նախատեսել հուշանվերային իր ստեղծում ընդգրկել նաև ինքնազբաղ արվեստագետ ըստ ներկայանալ ծրագիր քննարկել եմ մեդիարտադրանք տրամաբանություն միջոցով ֆիլմ ստեղծում դպրոցահասակ համար և նա ներգրավում հաշիվ առնել հուշարձան պատմական կարևոր իրադարձություն ներկայություն հանձնաժողով էական եմ համարել հոբելյանական ծրագիր հուշարձան և հանրություն կապ ընդգծում քննարկում հատկապես շեշտվել եմ բոլոր միջոցառում պետականություն գաղափարական հիմք պահպանել և շեշտադրել կարևորություն,9,190
https://armenpress.am/hy/article/1251545,2026-05-29 19:14:00,գործիք հասանելի դառնալ Հայաստան կրթական համայնք ԿԳՄՍՆ ը և հուշագիր ստորագրել,արհեստական բանականություն առավելություն ավելի հասանելի դառնալ ՀՀ կրթություն գիտություն մշակույթ և սպորտ նախարարություն արհեստական բանականություն ոլորտ առաջատար ը և ընկերություն ստորագրել համագործակցություն հուշագիր որ շնորհիվ գործիք հասանելի դառնալ Հայաստան կրթական ինժեներական և գիտահետազոտական համայնք համար Արմենպրես ը փոխանցում համագործակցություն մեկնարկային փուլ ը և ԿԳՄՍ նախարարություն արհեստական բանականություն ԱԲ հասանելիություն կապահովել Հայաստան հազար ուսանող ուսուցչ և հետազոտել խումբ համար հարթակ կրթական հաստատություն համար նախատեսել տարբերակ եմ որ դպրոց և բուհ հնարավորություն եմ տալ կիրառել առաջադեմ արհեստական բանականություն գործիք ներառյալ ը նման գործառույթ ապահովել տվյալ պաշտպանություն տեղեկատվական անվտանգություն և կառավարում բարձր չափանիշ բարձրագույն կրթություն համակարգ հարթակ կարողանալ օգտվել թե դասախոս թե ուսանող իսկ հանրակրթություն ոլորտ այն հասանելի լինել բոլոր ուսուցիչ և ավագ դպրոց սովորող ԿԳՄՍ նախարար Ժաննա Անդրեասյան նշել վերջին տարի Հայաստան հանրապետություն շարունակաբար ընդլայնել եմ կրթական համակարգ արհեստական բանականություն ԱԲ կիրառում և ԱԲ գրագիտություն զարգացում ուղղել նախաձեռնություն նախարար ընդգծել արդեն իսկ իրականանալ եմ մի շարք ծրագիր գործընկեր կազմակերպություն հետ մասնավորապես դպրոց ներկա իրականանալ և կրթական ծրագիր ուղղել եմ սովորող արհեստական բանականություն վերաբերյալ հիմնարար գիտելիք ստեղծարար մտածողություն և տեխնոլոգիական կարողություն զարգացում ինչպես նաև ԱԲ գործիք անվտանգ պատասխանատու և արդյունավետ կիրառում խթանում Հայաստան ինչպես աշխարհ շատ առաջադեմ երկիր ինքը ապագան տեսնել եմ տեխնոլոգիական զարգացում մեջ որ հիմք կայանալ և ժամանակակից կրթական համակարգ եմ մենք ողջունել եմ արհեստական բանականություն գործիք հասանելիություն ընդլայնում ուղղել այս նախաձեռնություն որ ստեղծել նոր հնարավորություն մենք բուհ դպրոց դասախոս ուսանող ուսուցիչ և աշակերտ համար տեխնոլոգիա վաղուց արդեն փոխակերպել եմ կրթություն և այդ իրողություն հետ հաշիվ նստել ժամանակ հրամայական եմ արհեստական բանականություն կիրառմամբ ուսուցում միջավայր ստեղծում Հայաստան կրթական համակարգ զարգացում հիմնական ուղղություն եմ վստահ եմ որ հարթակ ներդրում նպաստել նոր սերունդ մասնագետ պատրաստում որ ոչ միայն կիրառել տեխնոլոգիա այլև մասնակցություն ունենալ դա ապագա զարգացում մեջ նշել Ժաննա Անդրեասյան նախարար նշել նաև որ նախաձեռնություն մեկնարկային փուլ ուսումնական տարում հասանելիություն ապահովել ընկերություն ֆինանսավորում ծրագիր արդյունավետություն և կրթական արդյունք վրա ազդեցություն գնահատում հետո դիտարկել ծրագիր պետական ֆինանսավորում հնարավորություն համակարգ ընդգրկել ազգային կրթական համակարգ որպես կայուն և մասշտաբային բաղադրիչ ընկերություն համահիմնադիր Ալեքսանդր Եսայան էլ ընդգծել որ տեխնոլոգիա ապագան այնպիսի բան եմ որ գալ եմ ինչ որ հեռավոր ապագա այն ձևավորվել եմ հենց այսօր դպրոց համալսարան և գիտահետազոտական համայնք մենք հավատել եմ որ կրթություն մեջ կատարել ներդրում կրքոր ներդրում եմ որ կարող եմ անել երկիր հատկապես ԱԲ դարաշրջան Հայաստան բացառիկ տաղանդ ունեմ և ուսանող դասախոս ու հետազոտող աշխարհ նվիրական ԱԲ գործիք հասանելիություն ապահովել կձևավոր նորարար նոր սերունդ այս նախաձեռնություն առանձնահատուկ եմ դառնալ հենց դա հիմք ընկնել համագործակցություն սա միայն տեխնոլոգիա մասին եմ սա Հայաստան ապագա մասին եմ ասել Եսայան նախաձեռնություն ղեկավար Ջեյնա Դևան ով միանալ եմ հանդիպում տեսակապ միջոցով ողջունել ներկա նշել որ կրթություն այն կարևոր ուղղություն եմ որ միջոցով արհեստական բանականություն կարող եմ ընդլայնել հնարավորություն Հայաստան հանրապետություն կրթություն գիտություն մշակույթ և սպորտ նախարարություն և ը հետ համագործակցություն միջոցով մենք նպաստել եմ որպեսզի հասանելի դառնալ երկիր ուսանող մանկավարժ և հետազոտող ապահովել անվտանգ ստեղծարար և արդյունավետ կերպ կիրառվել առաջադեմ ԱԲ գործիք հասանելիություն Հայաստան ունեմ հզոր մարդկային ներուժ և զարգանալ թվային ենթակառուցվածք և այս նախաձեռնություն կարող եմ նպաստել ԱԲ գրագիտություն օժտվել նորարար հաջորդ սերունդ ձևավորում նշել Ջեյնա Դևան կողմ շեշտել որ ներդրում նպատակ ունեմ էապես բարձրանալ ԱԲ կրթություն որակ դասավանդող համար այն դառնալ աջակցել թվային գործիք որ հնարավորություն տալ դաս պլանավորում բովանդակություն մշակում և ուսուցում կազմակերպում իրականանալ առավել ժամանակակից հարմարել և նորարարական մեթոդ այն նաև նպաստել անհատական ուսուցում մոտեցում կիրառման հաշիվ առնել սովորող կարողություն և ուսումնական կարիք ուսանող և աշակերտ համար հարթակ բացել նոր հնարավորություն տեղեկատվություն որոնում վերլուծություն տվյալ կիրառում և հետազոտություն նպատակով նոր հարթակ օգնել ավելի արդյունավետ կողմնորոշվել մեծ ծավալ թվային տեղեկատվություն մեջ զարգանալ քննադատական մտածողություն բարելավել ինքնուրույն ուսումնառություն հմտություն ուսումնական գործընթաց արհեստական բանականություն գործիք կիրառում դառնալ համակարգել և նպատակային միաժամանակ նախաձեռնություն հաջող իրականացում համար առանցքային նշանակություն ունեմ էթիկա նորմ պահպանում և տվյալ պատասխանատու օգտագործում այս համատեքստ հատուկ ուշադրություն դառնալ թվային գրագիտություն բարձրացում ԱԲ գործիք ճիշտ կիրառում մշակույթ ձևավորում և կրթական միջավայր թվային անվտանգություն,11,617
https://armenpress.am/hy/article/1251504,2026-05-29 14:35:00,Մատենադարան բացվել արտաշատ պեղում հայտնաբերել վաղքրիստոնեական եկեղեցի մասունք ցուցադրություն,Մեսրոպ Մաշտոց անուն մատենադարան բացվել սրբացնել բեկոր հայտնություն Արտաշատ ութանիստ եկեղեցի չորրորդ դար մեծադիր շինություն բացահայտում խորագիր ժամանակավոր ցուցադրություն Արմենպրես ը հաղորդում ցուցադրություն ներկայանալ եմ վերջին տարի հայաստանյան հնագիտություն նվիրական բացահայտում մեկը արտաշատ հայտնաբերել վաղքրիստոնեական ութանիստ եկեղեցի մասունք որ համարել եմ հայ քրիստոնեական ճարտարապետություն կրքոր թվագրել օրինակ ՀՀ կրթություն գիտություն մշակույթ և սպորտ նախարար Ժաննա Անդրեասյան ինքը խոսք կարևորել ցուցադրություն արտաշատ իրականանալ լայնածավալ աշխատանք համատեքստ մասնագիտական քննարկում թույլ տալ շարունակել աշխատանք և արտաշատ պատմական մայրաքաղաք հարուստ ժառանգություն մեջ նոր շերտ բացահայտել պատմական շերտ և բովանդակություն առում արտաշատ պատմական մայրաքաղաք բացառիկ մշակութային ժառանգություն եմ ոչ միայն Հայաստան այլև արտերկրի հետազոտող համար ասել Անդրեասյան համոզմունք հայտնել որ ցուցադրություն ամփոփել եմ արդեն կատարել աշխատանք ստեղծել նոր մասնագիտական քննարկում հնարավորություն նախարար հավաստիանալ որ պետություն հանձնառու եմ ապահովել հնագիտական պեղում բացահայտել շերտ պահպանում վերականգում և ամրակայման շարունակականություն ինչպես նաև տարածք հանրային հասանելիություն ու ենթակառուցվածքային զարգացում նախարար առանձնահատուկ կարևորել եմ մայրաքաղաք արտաշատ հանրայնացում նշանակություն շեշտել որ այն ունեմ զբոսաշրջային մեծ ներուժ ինչպես նաև ռազմավարական նշանակություն հայ հանրություն համար սեփական պատմություն հաղորդակ լինել տեսանկյուն մատենադարան տնօրեն Արա Խզմալյան բացառիկ համարել ցուցադրություն կազմակերպում Մատենադարան գիտացուցադրական գործունեություն մեջ այս հայտնագործություն բացառիկ նշանակություն ունեմ ոչ միայն հայկական պատմություն եկեղեցի և կրոն պատմություն այլև ընդհանրապես վաղ քրիստոնեական շրջան ուսումնասիրություն տեսանկյուն մինչ այս հնագիտական արդյունք մենք այս եկեղեցի գոյություն մասին գիտել մատյան պահպանել տեղեկություն ձեռագրական վկայություն և այսօր կարելի եմ ասել տեղ եմ ունենալ այդ վկայություն յուրօրինակ նյութական հաստատում ձեռագիր մատյան փոխանցել տեղեկություն փաստացի վավերացնել եմ հնագիտական հայտնագործություն սա ևս մեկ կարևոր ապացույց եմ որ մենք ձեռագիր պահպանել տեղեկություն ունեմ պատմական ամուր և հավաստի հիմք ասել Խզմալյան նորագյուտ կառույց հայտնաբերել եմ հայ գերմանական Արտաքսատա համատեղ ծրագիր շրջանակ իրականանալ հետազոտություն արդյունք ծրագիր իրականանալ եմ ՀՀ գաա հնագիտություն և ազգագրություն ինստիտուտ և Մյունստեր համալսարան անտիկ և քրիստոնեական շրջան հնագիտություն ինստիտուտ համագործակցություն Հայաստան Գերմանիա արտակարգ և լիազոր դեսպան Կլաուդիա Բուշը ընդգծել միջոցառում պատմական նշանակություն ու բացառիկություն առաջին իսկ փաստ ապացուցել որ գտածոն կարևոր եմ ոչ միայն Հայաստան և Գերմանիա այլ առհասարակ ամբողջ քրիստոնեական աշխարհ համար բարձր հնագիտական ստանդարտ համապատասխան վերջին գեոֆիզիկական մեթոդ կատարել ուսումնասիրություն բացահայտել եմ շատ կարևոր գտածո արտաշատ նշել դեսպան ինքը հպարտություն հայտնել Հայաստան հետ երկկողմ մշակութային հարաբերություն զարգացում համար ցուցադրություն շրջանակ ներկայանալ եմ արտաշատ պեղում ընթացքում հայտնաբերել բացառիկ նյութ կառույց ճարտարապետական առանձնահատկություն գիտական վերականգում ընթացք ինչպես նաև նոր հետազոտական մեթոդ կիրառում արդյունք երկրամագնիսական հետազոտություն շնորհիվ թվական արձանագրել եմ ութանկյուն հատակագծ կառույց առկայություն իսկ արդեն թվական պեղում հաստատել եմ որ այն եկեղեցի եմ մասնագետ գնահատում եկեղեցի առանձնանալ եմ ինքը ութանիստ կառուցվածք ներքին ծիսական տարածք կազմակերպում սյունաշարային համակարգ ինչպես նաև պատ ծեփ վրա պահպանել փորագրություն եկեղեցի թվագրել եմ դար առաջին քառորդ հետազոտող ենթադրել եմ որ այն կարող եմ կապվել լինել Տրդատ Մեծի և Գրիգոր Լուսավորչ ժամանակաշրջան եկեղեցաշինություն հետ ցուցադրություն բացում ներկա եմ նաև ՀՀ եմ պատվիրակություն ղեկավար Վասիլիս Մարագոս ՀՀ հավատարմագրել դիվանագիտական կորպուս ներկայացուցիչ այնուհետև ոլորտ հայ և արտասահմանցի մասնագետ հնագետ մասնակցություն տեղ ունենալ աշխատարան քննարկել,9,462
